timestamp,azure_region,service_type,demand_units,capacity_allocated,service_availability,is_holiday,gdp_growth_rate,inflation_rate,it_sector_growth_index
13-05-2023,US,Storage,262,305,99.52,0,7,3.85,95.45
13-05-2023,Europe,Compute,209,248,99.94,0,7,3.85,95.45
13-05-2023,Europe,Storage,207,254,99.91,0,7,3.85,95.45
14-05-2023,India,Compute,184,229,99.77,1,7,3.85,95.45
14-05-2023,India,Storage,253,304,99.81,1,7,3.85,95.45
14-05-2023,US,Compute,104,125,99.96,1,7,3.85,95.45
14-05-2023,US,Storage,140,191,99.66,1,7,3.85,95.45
14-05-2023,Europe,Compute,247,281,99.92,1,7,3.85,95.45
14-05-2023,Europe,Storage,131,165,99.91,1,7,3.85,95.45
15-05-2023,India,Compute,167,213,99.8,0,7,3.85,95.45
15-05-2023,India,Storage,221,257,99.53,0,7,3.85,95.45
15-05-2023,US,Compute,178,223,99.75,0,7,3.85,95.45
15-05-2023,US,Storage,155,209,99.51,0,7,3.85,95.45
15-05-2023,Europe,Compute,242,279,99.57,0,7,3.85,95.45
15-05-2023,Europe,Storage,169,214,99.75,0,7,3.85,95.45
16-05-2023,India,Compute,281,312,99.98,0,7,3.85,95.45
16-05-2023,India,Storage,211,251,99.52,0,7,3.85,95.45
16-05-2023,US,Compute,251,290,99.75,0,7,3.85,95.45
16-05-2023,US,Storage,258,307,99.76,0,7,3.85,95.45
16-05-2023,Europe,Compute,148,207,99.87,0,7,3.85,95.45
16-05-2023,Europe,Storage,291,345,99.55,0,7,3.85,95.45
17-05-2023,India,Compute,221,250,99.86,0,7,3.85,95.45
17-05-2023,India,Storage,296,316,99.56,0,7,3.85,95.45
17-05-2023,US,Compute,155,201,99.88,0,7,3.85,95.45
17-05-2023,US,Storage,161,200,99.59,0,7,3.85,95.45
17-05-2023,Europe,Compute,110,168,99.73,0,7,3.85,95.45
17-05-2023,Europe,Storage,165,188,99.97,0,7,3.85,95.45
18-05-2023,India,Compute,129,177,99.79,0,7,3.85,95.45
18-05-2023,India,Storage,211,232,99.63,0,7,3.85,95.45
18-05-2023,US,Compute,235,279,99.99,0,7,3.85,95.45
18-05-2023,US,Storage,244,282,99.63,0,7,3.85,95.45
18-05-2023,Europe,Compute,137,188,99.52,0,7,3.85,95.45
18-05-2023,Europe,Storage,239,269,99.55,0,7,3.85,95.45
19-05-2023,India,Compute,109,150,99.96,0,7,3.85,95.45
19-05-2023,India,Storage,274,331,99.88,0,7,3.85,95.45
19-05-2023,US,Compute,102,159,99.81,0,7,3.85,95.45
19-05-2023,US,Storage,148,180,99.9,0,7,3.85,95.45
19-05-2023,Europe,Compute,114,150,99.94,0,7,3.85,95.45
19-05-2023,Europe,Storage,195,222,99.55,0,7,3.85,95.45
20-05-2023,India,Compute,178,208,99.69,0,7,3.85,95.45
20-05-2023,India,Storage,222,279,99.54,0,7,3.85,95.45
20-05-2023,US,Compute,212,233,99.89,0,7,3.85,95.45
20-05-2023,US,Storage,280,315,99.68,0,7,3.85,95.45
20-05-2023,Europe,Compute,128,172,99.77,0,7,3.85,95.45
20-05-2023,Europe,Storage,112,159,99.89,0,7,3.85,95.45
21-05-2023,India,Compute,204,233,99.74,1,7,3.85,95.45
21-05-2023,India,Storage,121,153,99.71,1,7,3.85,95.45
21-05-2023,US,Compute,212,251,99.9,1,7,3.85,95.45
21-05-2023,US,Storage,144,180,99.51,1,7,3.85,95.45
21-05-2023,Europe,Compute,297,346,99.63,1,7,3.85,95.45
21-05-2023,Europe,Storage,184,233,99.94,1,7,3.85,95.45
22-05-2023,India,Compute,253,285,99.67,0,7,3.85,95.45
22-05-2023,India,Storage,270,325,99.5,0,7,3.85,95.45
22-05-2023,US,Compute,254,283,99.97,0,7,3.85,95.45
22-05-2023,US,Storage,296,333,99.6,0,7,3.85,95.45
22-05-2023,Europe,Compute,154,211,99.71,0,7,3.85,95.45
22-05-2023,Europe,Storage,219,239,99.76,0,7,3.85,95.45
23-05-2023,India,Compute,161,194,99.6,0,7,3.85,95.45
23-05-2023,India,Storage,142,187,99.96,0,7,3.85,95.45
23-05-2023,US,Compute,207,265,99.59,0,7,3.85,95.45
23-05-2023,US,Storage,256,313,99.69,0,7,3.85,95.45
23-05-2023,Europe,Compute,105,132,99.7,0,7,3.85,95.45
23-05-2023,Europe,Storage,240,262,99.68,0,7,3.85,95.45
24-05-2023,India,Compute,261,281,99.69,0,7,3.85,95.45
24-05-2023,India,Storage,122,151,99.69,0,7,3.85,95.45
24-05-2023,US,Compute,212,252,99.72,0,7,3.85,95.45
24-05-2023,US,Storage,170,212,99.67,0,7,3.85,95.45
24-05-2023,Europe,Compute,231,257,99.7,0,7,3.85,95.45
24-05-2023,Europe,Storage,252,277,99.63,0,7,3.85,95.45
25-05-2023,India,Compute,177,202,99.53,0,7,3.85,95.45
25-05-2023,India,Storage,228,284,99.81,0,7,3.85,95.45
25-05-2023,US,Compute,227,284,99.52,0,7,3.85,95.45
25-05-2023,US,Storage,102,157,99.65,0,7,3.85,95.45
25-05-2023,Europe,Compute,131,176,99.56,0,7,3.85,95.45
25-05-2023,Europe,Storage,124,146,99.63,0,7,3.85,95.45
26-05-2023,India,Compute,193,239,99.85,0,7,3.85,95.45
26-05-2023,India,Storage,281,322,99.75,0,7,3.85,95.45
26-05-2023,US,Compute,286,333,99.55,0,7,3.85,95.45
26-05-2023,US,Storage,185,228,99.56,0,7,3.85,95.45
26-05-2023,Europe,Compute,262,284,99.51,0,7,3.85,95.45
26-05-2023,Europe,Storage,130,151,99.55,0,7,3.85,95.45
27-05-2023,India,Compute,101,125,99.64,0,7,3.85,95.45
27-05-2023,India,Storage,272,321,99.85,0,7,3.85,95.45
27-05-2023,US,Compute,257,297,99.67,0,7,3.85,95.45
27-05-2023,US,Storage,245,274,99.79,0,7,3.85,95.45
27-05-2023,Europe,Compute,269,328,99.56,0,7,3.85,95.45
27-05-2023,Europe,Storage,218,272,99.6,0,7,3.85,95.45
28-05-2023,India,Compute,261,299,99.55,1,7,3.85,95.45
28-05-2023,India,Storage,189,233,99.86,1,7,3.85,95.45
28-05-2023,US,Compute,258,283,99.52,1,7,3.85,95.45
28-05-2023,US,Storage,189,214,99.95,1,7,3.85,95.45
28-05-2023,Europe,Compute,222,259,99.59,1,7,3.85,95.45
28-05-2023,Europe,Storage,164,188,99.84,1,7,3.85,95.45
29-05-2023,India,Compute,254,311,99.7,0,7,3.85,95.45
29-05-2023,India,Storage,224,273,99.57,0,7,3.85,95.45
29-05-2023,US,Compute,194,223,99.54,0,7,3.85,95.45
29-05-2023,US,Storage,138,181,99.8,0,7,3.85,95.45
29-05-2023,Europe,Compute,178,211,99.77,0,7,3.85,95.45
29-05-2023,Europe,Storage,217,267,99.83,0,7,3.85,95.45
30-05-2023,India,Compute,148,204,99.64,0,7,3.85,95.45
30-05-2023,India,Storage,202,246,99.84,0,7,3.85,95.45
30-05-2023,US,Compute,129,163,99.92,0,7,3.85,95.45
30-05-2023,US,Storage,219,242,99.56,0,7,3.85,95.45
30-05-2023,Europe,Compute,201,253,99.91,0,7,3.85,95.45
30-05-2023,Europe,Storage,137,180,99.64,0,7,3.85,95.45
31-05-2023,India,Compute,139,198,99.98,0,7,3.85,95.45
31-05-2023,India,Storage,238,295,99.66,0,7,3.85,95.45
31-05-2023,US,Compute,182,226,99.55,0,7,3.85,95.45
31-05-2023,US,Storage,143,185,99.58,0,7,3.85,95.45
31-05-2023,Europe,Compute,152,190,99.54,0,7,3.85,95.45
31-05-2023,Europe,Storage,167,219,99.52,0,7,3.85,95.45
01-06-2023,India,Compute,297,338,99.9,0,5.05,4.22,105.74
01-06-2023,India,Storage,262,302,99.56,0,5.05,4.22,105.74
01-06-2023,US,Compute,280,330,99.93,0,5.05,4.22,105.74
01-06-2023,US,Storage,259,311,99.55,0,5.05,4.22,105.74
01-06-2023,Europe,Compute,219,278,99.95,0,5.05,4.22,105.74
01-06-2023,Europe,Storage,129,155,99.6,0,5.05,4.22,105.74
02-06-2023,India,Compute,238,268,99.64,0,5.05,4.22,105.74
02-06-2023,India,Storage,222,261,99.98,0,5.05,4.22,105.74
02-06-2023,US,Compute,299,327,99.87,0,5.05,4.22,105.74
02-06-2023,US,Storage,162,188,99.58,0,5.05,4.22,105.74
02-06-2023,Europe,Compute,285,309,99.71,0,5.05,4.22,105.74
02-06-2023,Europe,Storage,298,328,99.84,0,5.05,4.22,105.74
03-06-2023,India,Compute,296,328,99.62,0,5.05,4.22,105.74
03-06-2023,India,Storage,297,322,99.56,0,5.05,4.22,105.74
03-06-2023,US,Compute,106,157,99.61,0,5.05,4.22,105.74
03-06-2023,US,Storage,209,236,99.81,0,5.05,4.22,105.74
03-06-2023,Europe,Compute,226,272,99.92,0,5.05,4.22,105.74
03-06-2023,Europe,Storage,173,223,99.76,0,5.05,4.22,105.74
04-06-2023,India,Compute,192,248,99.98,1,5.05,4.22,105.74
04-06-2023,India,Storage,248,296,99.8,1,5.05,4.22,105.74
04-06-2023,US,Compute,192,239,99.77,1,5.05,4.22,105.74
04-06-2023,US,Storage,292,339,99.79,1,5.05,4.22,105.74
04-06-2023,Europe,Compute,295,337,99.81,1,5.05,4.22,105.74
04-06-2023,Europe,Storage,135,190,99.75,1,5.05,4.22,105.74
05-06-2023,India,Compute,132,176,99.73,0,5.05,4.22,105.74
05-06-2023,India,Storage,256,304,99.71,0,5.05,4.22,105.74
05-06-2023,US,Compute,298,329,99.57,0,5.05,4.22,105.74
05-06-2023,US,Storage,251,306,99.6,0,5.05,4.22,105.74
05-06-2023,Europe,Compute,150,203,99.89,0,5.05,4.22,105.74
05-06-2023,Europe,Storage,266,293,99.94,0,5.05,4.22,105.74
06-06-2023,India,Compute,180,204,99.89,0,5.05,4.22,105.74
06-06-2023,India,Storage,298,328,99.76,0,5.05,4.22,105.74
06-06-2023,US,Compute,242,272,99.63,0,5.05,4.22,105.74
06-06-2023,US,Storage,232,254,99.7,0,5.05,4.22,105.74
06-06-2023,Europe,Compute,182,236,99.81,0,5.05,4.22,105.74
06-06-2023,Europe,Storage,268,289,99.98,0,5.05,4.22,105.74
07-06-2023,India,Compute,182,206,99.99,0,5.05,4.22,105.74
07-06-2023,India,Storage,287,326,99.71,0,5.05,4.22,105.74
07-06-2023,US,Compute,187,224,99.67,0,5.05,4.22,105.74
07-06-2023,US,Storage,236,283,99.73,0,5.05,4.22,105.74
07-06-2023,Europe,Compute,290,346,99.76,0,5.05,4.22,105.74
07-06-2023,Europe,Storage,148,173,99.75,0,5.05,4.22,105.74
08-06-2023,India,Compute,115,156,99.97,0,5.05,4.22,105.74
08-06-2023,India,Storage,126,148,99.61,0,5.05,4.22,105.74
08-06-2023,US,Compute,111,147,99.99,0,5.05,4.22,105.74
08-06-2023,US,Storage,194,237,99.98,0,5.05,4.22,105.74
08-06-2023,Europe,Compute,227,274,99.82,0,5.05,4.22,105.74
08-06-2023,Europe,Storage,225,261,99.64,0,5.05,4.22,105.74
09-06-2023,India,Compute,257,277,99.9,0,5.05,4.22,105.74
09-06-2023,India,Storage,191,216,99.61,0,5.05,4.22,105.74
09-06-2023,US,Compute,172,209,99.77,0,5.05,4.22,105.74
09-06-2023,US,Storage,223,267,99.5,0,5.05,4.22,105.74
09-06-2023,Europe,Compute,276,314,99.53,0,5.05,4.22,105.74
09-06-2023,Europe,Storage,242,269,99.82,0,5.05,4.22,105.74
10-06-2023,India,Compute,185,210,99.63,0,5.05,4.22,105.74
10-06-2023,India,Storage,227,282,99.57,0,5.05,4.22,105.74
10-06-2023,US,Compute,256,299,99.73,0,5.05,4.22,105.74
10-06-2023,US,Storage,235,273,99.59,0,5.05,4.22,105.74
10-06-2023,Europe,Compute,130,189,99.75,0,5.05,4.22,105.74
10-06-2023,Europe,Storage,176,202,99.9,0,5.05,4.22,105.74
11-06-2023,India,Compute,271,328,99.52,1,5.05,4.22,105.74
11-06-2023,India,Storage,267,301,99.66,1,5.05,4.22,105.74
11-06-2023,US,Compute,285,342,99.56,1,5.05,4.22,105.74
11-06-2023,US,Storage,181,207,99.86,1,5.05,4.22,105.74
11-06-2023,Europe,Compute,225,267,99.79,1,5.05,4.22,105.74
11-06-2023,Europe,Storage,290,338,99.52,1,5.05,4.22,105.74
12-06-2023,India,Compute,134,174,99.89,0,5.05,4.22,105.74
12-06-2023,India,Storage,234,268,99.67,0,5.05,4.22,105.74
12-06-2023,US,Compute,108,134,99.51,0,5.05,4.22,105.74
12-06-2023,US,Storage,255,300,99.72,0,5.05,4.22,105.74
12-06-2023,Europe,Compute,170,192,99.85,0,5.05,4.22,105.74
12-06-2023,Europe,Storage,149,180,99.83,0,5.05,4.22,105.74
13-06-2023,India,Compute,266,314,99.64,0,5.05,4.22,105.74
13-06-2023,India,Storage,228,262,99.8,0,5.05,4.22,105.74
13-06-2023,US,Compute,174,230,99.63,0,5.05,4.22,105.74
13-06-2023,US,Storage,236,270,99.86,0,5.05,4.22,105.74
13-06-2023,Europe,Compute,111,169,99.68,0,5.05,4.22,105.74
13-06-2023,Europe,Storage,298,328,99.51,0,5.05,4.22,105.74
14-06-2023,India,Compute,181,209,99.98,0,5.05,4.22,105.74
14-06-2023,India,Storage,158,191,99.53,0,5.05,4.22,105.74
14-06-2023,US,Compute,180,226,99.61,0,5.05,4.22,105.74
14-06-2023,US,Storage,221,254,99.61,0,5.05,4.22,105.74
14-06-2023,Europe,Compute,161,182,99.67,0,5.05,4.22,105.74
14-06-2023,Europe,Storage,290,319,99.79,0,5.05,4.22,105.74
15-06-2023,India,Compute,241,266,99.96,0,5.05,4.22,105.74
15-06-2023,India,Storage,106,126,99.92,0,5.05,4.22,105.74
15-06-2023,US,Compute,217,260,99.73,0,5.05,4.22,105.74
15-06-2023,US,Storage,203,232,99.56,0,5.05,4.22,105.74
15-06-2023,Europe,Compute,165,208,99.66,0,5.05,4.22,105.74
15-06-2023,Europe,Storage,289,328,99.6,0,5.05,4.22,105.74
16-06-2023,India,Compute,101,125,99.56,0,5.05,4.22,105.74
16-06-2023,India,Storage,159,192,99.82,0,5.05,4.22,105.74
16-06-2023,US,Compute,111,144,99.86,0,5.05,4.22,105.74
16-06-2023,US,Storage,143,169,99.88,0,5.05,4.22,105.74
16-06-2023,Europe,Compute,125,158,99.93,0,5.05,4.22,105.74
16-06-2023,Europe,Storage,103,125,99.64,0,5.05,4.22,105.74
17-06-2023,India,Compute,248,306,99.93,0,5.05,4.22,105.74
17-06-2023,India,Storage,115,143,99.51,0,5.05,4.22,105.74
17-06-2023,US,Compute,252,282,99.64,0,5.05,4.22,105.74
17-06-2023,US,Storage,181,226,99.97,0,5.05,4.22,105.74
17-06-2023,Europe,Compute,108,137,99.68,0,5.05,4.22,105.74
17-06-2023,Europe,Storage,178,235,99.74,0,5.05,4.22,105.74
18-06-2023,India,Compute,202,260,99.58,1,5.05,4.22,105.74
18-06-2023,India,Storage,276,319,99.99,1,5.05,4.22,105.74
18-06-2023,US,Compute,110,165,99.98,1,5.05,4.22,105.74
18-06-2023,US,Storage,150,198,99.54,1,5.05,4.22,105.74
18-06-2023,Europe,Compute,162,185,99.89,1,5.05,4.22,105.74
18-06-2023,Europe,Storage,183,230,99.91,1,5.05,4.22,105.74
19-06-2023,India,Compute,213,257,99.64,0,5.05,4.22,105.74
19-06-2023,India,Storage,232,274,99.9,0,5.05,4.22,105.74
19-06-2023,US,Compute,200,230,99.59,0,5.05,4.22,105.74
19-06-2023,US,Storage,245,290,99.97,0,5.05,4.22,105.74
19-06-2023,Europe,Compute,187,209,99.52,0,5.05,4.22,105.74
19-06-2023,Europe,Storage,135,188,99.61,0,5.05,4.22,105.74
20-06-2023,India,Compute,277,302,99.94,0,5.05,4.22,105.74
20-06-2023,India,Storage,215,260,99.91,0,5.05,4.22,105.74
20-06-2023,US,Compute,102,136,99.58,0,5.05,4.22,105.74
20-06-2023,US,Storage,140,192,99.89,0,5.05,4.22,105.74
20-06-2023,Europe,Compute,118,147,99.72,0,5.05,4.22,105.74
20-06-2023,Europe,Storage,151,206,99.78,0,5.05,4.22,105.74
21-06-2023,India,Compute,193,232,99.82,0,5.05,4.22,105.74
21-06-2023,India,Storage,242,283,99.81,0,5.05,4.22,105.74
21-06-2023,US,Compute,227,251,99.86,0,5.05,4.22,105.74
21-06-2023,US,Storage,154,205,99.9,0,5.05,4.22,105.74
21-06-2023,Europe,Compute,252,301,99.77,0,5.05,4.22,105.74
21-06-2023,Europe,Storage,132,191,99.78,0,5.05,4.22,105.74
22-06-2023,India,Compute,186,212,99.7,0,5.05,4.22,105.74
22-06-2023,India,Storage,162,213,99.91,0,5.05,4.22,105.74
22-06-2023,US,Compute,285,311,99.83,0,5.05,4.22,105.74
22-06-2023,US,Storage,204,246,99.51,0,5.05,4.22,105.74
22-06-2023,Europe,Compute,254,311,99.69,0,5.05,4.22,105.74
22-06-2023,Europe,Storage,142,173,99.57,0,5.05,4.22,105.74
23-06-2023,India,Compute,180,224,99.52,0,5.05,4.22,105.74
23-06-2023,India,Storage,268,327,99.66,0,5.05,4.22,105.74
23-06-2023,US,Compute,133,161,99.76,0,5.05,4.22,105.74
23-06-2023,US,Storage,105,133,99.86,0,5.05,4.22,105.74
23-06-2023,Europe,Compute,196,250,99.9,0,5.05,4.22,105.74
23-06-2023,Europe,Storage,246,277,99.64,0,5.05,4.22,105.74
24-06-2023,India,Compute,184,205,99.8,0,5.05,4.22,105.74
24-06-2023,India,Storage,210,242,99.6,0,5.05,4.22,105.74
24-06-2023,US,Compute,130,174,99.95,0,5.05,4.22,105.74
24-06-2023,US,Storage,291,343,99.84,0,5.05,4.22,105.74
24-06-2023,Europe,Compute,268,318,99.58,0,5.05,4.22,105.74
24-06-2023,Europe,Storage,143,201,99.7,0,5.05,4.22,105.74
25-06-2023,India,Compute,184,243,99.88,1,5.05,4.22,105.74
25-06-2023,India,Storage,284,313,99.62,1,5.05,4.22,105.74
25-06-2023,US,Compute,200,228,99.95,1,5.05,4.22,105.74
25-06-2023,US,Storage,111,170,99.75,1,5.05,4.22,105.74
25-06-2023,Europe,Compute,100,148,99.94,1,5.05,4.22,105.74
25-06-2023,Europe,Storage,125,152,99.98,1,5.05,4.22,105.74
26-06-2023,India,Compute,142,182,99.76,0,5.05,4.22,105.74
26-06-2023,India,Storage,132,187,99.9,0,5.05,4.22,105.74
26-06-2023,US,Compute,191,223,99.58,0,5.05,4.22,105.74
26-06-2023,US,Storage,132,152,99.84,0,5.05,4.22,105.74
26-06-2023,Europe,Compute,143,192,99.79,0,5.05,4.22,105.74
26-06-2023,Europe,Storage,158,196,99.87,0,5.05,4.22,105.74
27-06-2023,India,Compute,283,322,99.52,0,5.05,4.22,105.74
27-06-2023,India,Storage,229,283,99.56,0,5.05,4.22,105.74
27-06-2023,US,Compute,238,297,99.82,0,5.05,4.22,105.74
27-06-2023,US,Storage,273,314,99.77,0,5.05,4.22,105.74
27-06-2023,Europe,Compute,261,309,99.82,0,5.05,4.22,105.74
27-06-2023,Europe,Storage,182,225,99.65,0,5.05,4.22,105.74
28-06-2023,India,Compute,110,148,99.74,0,5.05,4.22,105.74
28-06-2023,India,Storage,226,271,99.59,0,5.05,4.22,105.74
28-06-2023,US,Compute,167,216,99.88,0,5.05,4.22,105.74
28-06-2023,US,Storage,285,327,99.82,0,5.05,4.22,105.74
28-06-2023,Europe,Compute,286,333,99.89,0,5.05,4.22,105.74
28-06-2023,Europe,Storage,273,329,99.6,0,5.05,4.22,105.74
29-06-2023,India,Compute,253,285,99.74,0,5.05,4.22,105.74
29-06-2023,India,Storage,257,292,99.67,0,5.05,4.22,105.74
29-06-2023,US,Compute,298,355,99.71,0,5.05,4.22,105.74
29-06-2023,US,Storage,259,315,99.8,0,5.05,4.22,105.74
29-06-2023,Europe,Compute,153,199,99.61,0,5.05,4.22,105.74
29-06-2023,Europe,Storage,237,294,99.58,0,5.05,4.22,105.74
30-06-2023,India,Compute,272,326,99.71,0,5.05,4.22,105.74
30-06-2023,India,Storage,289,312,99.74,0,5.05,4.22,105.74
30-06-2023,US,Compute,193,237,99.72,0,5.05,4.22,105.74
30-06-2023,US,Storage,103,150,99.57,0,5.05,4.22,105.74
30-06-2023,Europe,Compute,166,220,99.74,0,5.05,4.22,105.74
30-06-2023,Europe,Storage,295,335,99.79,0,5.05,4.22,105.74
01-07-2023,India,Compute,128,148,99.56,0,5.8,4.16,108.36
01-07-2023,India,Storage,147,205,99.73,0,5.8,4.16,108.36
01-07-2023,US,Compute,159,205,99.63,0,5.8,4.16,108.36
01-07-2023,US,Storage,264,303,99.8,0,5.8,4.16,108.36
01-07-2023,Europe,Compute,290,328,99.69,0,5.8,4.16,108.36
01-07-2023,Europe,Storage,139,176,99.67,0,5.8,4.16,108.36
02-07-2023,India,Compute,295,319,99.67,1,5.8,4.16,108.36
02-07-2023,India,Storage,258,307,99.77,1,5.8,4.16,108.36
02-07-2023,US,Compute,105,162,99.58,1,5.8,4.16,108.36
02-07-2023,US,Storage,282,308,99.63,1,5.8,4.16,108.36
02-07-2023,Europe,Compute,265,294,99.95,1,5.8,4.16,108.36
02-07-2023,Europe,Storage,238,277,99.68,1,5.8,4.16,108.36
03-07-2023,India,Compute,246,274,99.82,0,5.8,4.16,108.36
03-07-2023,India,Storage,181,235,99.88,0,5.8,4.16,108.36
03-07-2023,US,Compute,108,159,99.9,0,5.8,4.16,108.36
03-07-2023,US,Storage,241,291,99.87,0,5.8,4.16,108.36
03-07-2023,Europe,Compute,145,184,99.54,0,5.8,4.16,108.36
03-07-2023,Europe,Storage,277,315,99.89,0,5.8,4.16,108.36
04-07-2023,India,Compute,127,162,99.96,0,5.8,4.16,108.36
04-07-2023,India,Storage,207,261,99.91,0,5.8,4.16,108.36
04-07-2023,US,Compute,203,244,99.72,0,5.8,4.16,108.36
04-07-2023,US,Storage,137,189,99.86,0,5.8,4.16,108.36
04-07-2023,Europe,Compute,155,203,99.59,0,5.8,4.16,108.36
04-07-2023,Europe,Storage,141,184,99.95,0,5.8,4.16,108.36
05-07-2023,India,Compute,243,268,99.84,0,5.8,4.16,108.36
05-07-2023,India,Storage,151,198,99.73,0,5.8,4.16,108.36
05-07-2023,US,Compute,163,187,99.89,0,5.8,4.16,108.36
05-07-2023,US,Storage,162,206,99.64,0,5.8,4.16,108.36
05-07-2023,Europe,Compute,127,152,99.86,0,5.8,4.16,108.36
05-07-2023,Europe,Storage,142,192,99.5,0,5.8,4.16,108.36
06-07-2023,India,Compute,275,307,99.83,0,5.8,4.16,108.36
06-07-2023,India,Storage,165,196,99.97,0,5.8,4.16,108.36
06-07-2023,US,Compute,255,293,99.71,0,5.8,4.16,108.36
06-07-2023,US,Storage,128,169,99.69,0,5.8,4.16,108.36
06-07-2023,Europe,Compute,169,191,99.53,0,5.8,4.16,108.36
06-07-2023,Europe,Storage,177,227,99.9,0,5.8,4.16,108.36
07-07-2023,India,Compute,151,208,99.86,0,5.8,4.16,108.36
07-07-2023,India,Storage,234,257,99.98,0,5.8,4.16,108.36
07-07-2023,US,Compute,184,217,99.64,0,5.8,4.16,108.36
07-07-2023,US,Storage,214,270,99.73,0,5.8,4.16,108.36
07-07-2023,Europe,Compute,242,287,99.89,0,5.8,4.16,108.36
07-07-2023,Europe,Storage,204,253,99.57,0,5.8,4.16,108.36
08-07-2023,India,Compute,189,245,99.59,0,5.8,4.16,108.36
08-07-2023,India,Storage,201,260,99.64,0,5.8,4.16,108.36
08-07-2023,US,Compute,177,213,99.81,0,5.8,4.16,108.36
08-07-2023,US,Storage,142,168,99.93,0,5.8,4.16,108.36
08-07-2023,Europe,Compute,113,158,99.85,0,5.8,4.16,108.36
08-07-2023,Europe,Storage,163,199,99.85,0,5.8,4.16,108.36
09-07-2023,India,Compute,102,134,99.66,1,5.8,4.16,108.36
09-07-2023,India,Storage,145,173,99.52,1,5.8,4.16,108.36
09-07-2023,US,Compute,145,181,99.68,1,5.8,4.16,108.36
09-07-2023,US,Storage,291,312,99.72,1,5.8,4.16,108.36
09-07-2023,Europe,Compute,184,234,99.73,1,5.8,4.16,108.36
09-07-2023,Europe,Storage,280,330,99.54,1,5.8,4.16,108.36
10-07-2023,India,Compute,284,324,99.87,0,5.8,4.16,108.36
10-07-2023,India,Storage,189,210,99.8,0,5.8,4.16,108.36
10-07-2023,US,Compute,208,231,99.84,0,5.8,4.16,108.36
10-07-2023,US,Storage,245,297,99.97,0,5.8,4.16,108.36
10-07-2023,Europe,Compute,217,261,99.83,0,5.8,4.16,108.36
10-07-2023,Europe,Storage,292,347,99.82,0,5.8,4.16,108.36
11-07-2023,India,Compute,178,225,99.84,0,5.8,4.16,108.36
11-07-2023,India,Storage,150,198,99.56,0,5.8,4.16,108.36
11-07-2023,US,Compute,251,293,99.53,0,5.8,4.16,108.36
11-07-2023,US,Storage,161,207,99.83,0,5.8,4.16,108.36
11-07-2023,Europe,Compute,172,230,99.94,0,5.8,4.16,108.36
11-07-2023,Europe,Storage,192,222,99.52,0,5.8,4.16,108.36
12-07-2023,India,Compute,299,325,99.68,0,5.8,4.16,108.36
12-07-2023,India,Storage,180,201,99.72,0,5.8,4.16,108.36
12-07-2023,US,Compute,224,275,99.81,0,5.8,4.16,108.36
12-07-2023,US,Storage,130,187,99.63,0,5.8,4.16,108.36
12-07-2023,Europe,Compute,108,131,99.67,0,5.8,4.16,108.36
12-07-2023,Europe,Storage,113,150,99.5,0,5.8,4.16,108.36
13-07-2023,India,Compute,281,326,99.85,0,5.8,4.16,108.36
13-07-2023,India,Storage,158,200,99.96,0,5.8,4.16,108.36
13-07-2023,US,Compute,205,243,99.88,0,5.8,4.16,108.36
13-07-2023,US,Storage,297,341,99.55,0,5.8,4.16,108.36
13-07-2023,Europe,Compute,138,167,99.64,0,5.8,4.16,108.36
13-07-2023,Europe,Storage,177,198,99.93,0,5.8,4.16,108.36
14-07-2023,India,Compute,196,235,99.92,0,5.8,4.16,108.36
14-07-2023,India,Storage,120,165,99.61,0,5.8,4.16,108.36
14-07-2023,US,Compute,210,257,99.54,0,5.8,4.16,108.36
14-07-2023,US,Storage,286,339,99.74,0,5.8,4.16,108.36
14-07-2023,Europe,Compute,112,144,99.56,0,5.8,4.16,108.36
14-07-2023,Europe,Storage,204,228,99.98,0,5.8,4.16,108.36
15-07-2023,India,Compute,185,205,99.59,0,5.8,4.16,108.36
15-07-2023,India,Storage,251,297,99.98,0,5.8,4.16,108.36
15-07-2023,US,Compute,229,264,99.78,0,5.8,4.16,108.36
15-07-2023,US,Storage,109,157,99.92,0,5.8,4.16,108.36
15-07-2023,Europe,Compute,291,338,99.76,0,5.8,4.16,108.36
15-07-2023,Europe,Storage,223,275,99.73,0,5.8,4.16,108.36
16-07-2023,India,Compute,248,279,99.77,1,5.8,4.16,108.36
16-07-2023,India,Storage,271,292,99.68,1,5.8,4.16,108.36
16-07-2023,US,Compute,122,148,99.98,1,5.8,4.16,108.36
16-07-2023,US,Storage,167,222,99.88,1,5.8,4.16,108.36
16-07-2023,Europe,Compute,243,286,99.5,1,5.8,4.16,108.36
16-07-2023,Europe,Storage,234,278,99.85,1,5.8,4.16,108.36
17-07-2023,India,Compute,230,288,99.64,0,5.8,4.16,108.36
17-07-2023,India,Storage,220,254,99.89,0,5.8,4.16,108.36
17-07-2023,US,Compute,145,182,99.81,0,5.8,4.16,108.36
17-07-2023,US,Storage,102,146,99.94,0,5.8,4.16,108.36
17-07-2023,Europe,Compute,132,178,99.51,0,5.8,4.16,108.36
17-07-2023,Europe,Storage,228,267,99.82,0,5.8,4.16,108.36
18-07-2023,India,Compute,291,330,99.59,0,5.8,4.16,108.36
18-07-2023,India,Storage,287,346,99.69,0,5.8,4.16,108.36
18-07-2023,US,Compute,106,128,99.6,0,5.8,4.16,108.36
